repository,file,commits,distinct_authors,lines_added,lines_removed,churn,file_age_days,days_since_change
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetBreakpointLocationImpl.java,3,2,167,167,334,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetBreakpointSpecImpl.java,5,2,165,165,330,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetConnectorContainerImpl.java,3,2,130,130,260,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetDebugContainerImpl.java,2,2,57,57,114,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetFunctionImpl.java,2,2,96,96,192,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetKernelConnectorImpl.java,2,2,94,94,188,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetMemoryContainerImpl.java,5,2,159,159,318,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetMemoryRegionImpl.java,3,2,124,124,248,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetModuleContainerImpl.java,7,2,148,148,296,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetModuleImpl.java,3,2,129,129,258,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetModuleSectionContainerImpl.java,4,2,107,107,214,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetModuleSectionImpl.java,3,2,88,88,176,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetObjectImpl.java,4,2,274,274,548,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessAttachByNameConnectorImpl.java,2,2,90,90,180,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessAttachByPathConnectorImpl.java,2,2,94,94,188,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessAttachByPidConnectorImpl.java,2,2,86,86,172,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessContainerImpl.java,5,2,198,198,396,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessImpl.java,8,2,311,311,622,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessLaunchConnectorImpl.java,2,2,97,97,194,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetProcessLaunchWithOptionsConnectorImpl.java,3,3,161,161,322,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetRootImpl.java,2,2,169,169,338,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSessionAttributesEnvironmentImpl.java,2,2,47,47,94,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSessionAttributesImpl.java,4,2,108,108,216,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSessionAttributesPlatformImpl.java,4,2,130,130,260,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSessionContainerImpl.java,3,2,91,91,182,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSessionImpl.java,2,2,142,142,284,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetStackFrameImpl.java,4,2,217,217,434,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetStackFrameRegisterBankImpl.java,6,2,197,197,394,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetStackFrameRegisterContainerImpl.java,4,2,113,113,226,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetStackFrameRegisterImpl.java,8,2,143,143,286,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetStackImpl.java,4,2,103,103,206,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSymbolContainerImpl.java,3,2,73,73,146,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetSymbolImpl.java,4,2,117,117,234,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetThreadContainerImpl.java,6,2,185,185,370,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetThreadImpl.java,6,3,224,224,448,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetTraceOrDumpConnectorImpl.java,2,2,84,84,168,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\main\java\agent\lldb\model\impl\LldbModelTargetWatchpointSpecImpl.java,2,2,89,89,178,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\lldb\LLDBTest.java,5,2,989,989,1978,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractLldbModelHost.java,2,2,27,27,54,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbActivationTest.java,2,2,113,113,226,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbBreakpointsTest.java,3,2,206,206,412,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbFactoryTest.java,2,2,28,28,56,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbFrameActivationTest.java,3,2,79,79,158,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbInterpreterTest.java,2,2,84,84,168,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbProcessActivationTest.java,3,2,177,177,354,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbRootAttacherTest.java,2,2,94,94,188,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbRootLauncherTest.java,2,2,72,72,144,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbScenarioCloneExitTest.java,2,2,32,32,64,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbScenarioMemoryTest.java,2,2,73,73,146,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbScenarioStackTest.java,2,2,67,67,134,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbScenarioX64RegistersTest.java,3,2,71,71,142,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbSessionActivationTest.java,3,2,183,183,366,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbSteppableTest.java,2,2,39,39,78,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbThreadActivationTest.java,3,2,88,88,176,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForLldbX64RegistersTest.java,3,2,170,170,340,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\AbstractModelForlldbScenarioForkExitTest.java,2,2,49,49,98,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\MacOSSpecimen.java,4,2,161,161,322,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmLldbModelHost.java,2,2,29,29,58,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbBreakpointsTest.java,3,2,122,122,244,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbFactoryTest.java,3,2,31,31,62,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbFrameActivationTest.java,3,2,57,57,114,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbInterpreterTest.java,3,2,69,69,138,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbProcessActivationTest.java,3,2,74,74,148,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbRootAttacherTest.java,3,2,47,47,94,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbRootLauncherTest.java,3,2,31,31,62,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbScenarioCloneExitTest.java,3,2,32,32,64,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbScenarioForkExitTest.java,3,2,40,40,80,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbScenarioMemoryTest.java,3,2,31,31,62,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbScenarioStackTest.java,3,2,31,31,62,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbScenarioX64RegistersTest.java,3,2,32,32,64,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbSessionActivationTest.java,3,2,74,74,148,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbSteppableTest.java,3,2,31,31,62,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbThreadActivationTest.java,3,2,66,66,132,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-lldb\src\test\java\agent\lldb\model\invm\InVmModelForLldbX64RegistersTest.java,3,2,34,34,68,1161,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\AbstractLldbDebuggerMappingOffer.java,2,2,41,41,82,7,1710
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\LldbArmDebuggerMappingOpinion.java,1,1,84,0,84,0,1717
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\LldbDebuggerProgramLaunchOpinion.java,1,1,118,0,118,0,1717
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\LldbTargetTraceMapper.java,2,2,41,41,82,7,1710
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\LldbX86DebuggerMappingOpinion.java,2,2,177,177,354,7,1710
NationalSecurityAgency/ghidra,Ghidra\Framework\SoftwareModeling\src\main\java\ghidra\program\database\data\EnumValueDBAdapterV1.java,5,4,128,18,146,1336,380
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-dbgeng\src\main\java\agent\dbgeng\manager\evt\DbgDebuggeeStateChangeEvent.java,2,2,48,48,96,1161,555
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\EmptyByteProvider.java,2,1,108,0,108,360,1356
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\FileByteProvider.java,6,3,358,7,365,1511,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ObfuscatedFileByteProvider.java,1,1,97,0,97,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ObfuscatedInputStream.java,1,1,99,0,99,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\bin\ObfuscatedOutputStream.java,1,1,69,0,69,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\FileSystemInstanceManager.java,3,2,30,9,39,1224,491
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\GFileHashProvider.java,1,1,40,0,40,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\RefdByteProvider.java,3,1,105,3,108,1511,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\CachedPasswordProvider.java,2,2,154,10,164,636,1079
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\CmdLinePasswordProvider.java,3,3,125,10,135,1220,495
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\CryptoProvider.java,1,1,55,0,55,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\CryptoProviderSessionChildImpl.java,2,2,56,2,58,636,1079
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\CryptoProviders.java,2,2,211,5,216,636,1079
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\CryptoSession.java,4,4,75,6,81,1151,565
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\PasswordDialog.java,4,3,149,5,154,1249,467
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\PasswordProvider.java,2,2,53,1,54,636,1079
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\PasswordValue.java,1,1,108,0,108,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\crypto\PopupGUIPasswordProvider.java,4,4,111,9,120,1297,418
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\factory\GFileSystemFactoryByteProvider.java,3,2,13,17,30,1220,495
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\factory\GFileSystemProbeByteProvider.java,1,1,8,14,22,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\fileinfo\FileAttribute.java,2,1,141,6,147,1511,205
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\fileinfo\FileAttributeType.java,4,2,105,5,110,1420,295
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\fileinfo\FileAttributeTypeGroup.java,2,1,48,2,50,774,941
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\fileinfo\FileAttributes.java,1,1,153,0,153,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\formats\gfilesystem\fileinfo\FileType.java,1,1,8,13,21,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\test\java\ghidra\app\util\bin\FileByteProviderTest.java,2,1,114,3,117,336,1380
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\test\java\ghidra\formats\gfilesystem\crypto\CachedPasswordProviderTest.java,2,2,74,2,76,636,1079
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\test\java\ghidra\formats\gfilesystem\crypto\CmdLinePasswordProviderTest.java,2,2,110,4,114,636,1079
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\ios\img2\Img2FileSystemFactory.java,3,1,69,10,79,1511,205
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\ios\img3\Img3FileSystemFactory.java,2,1,53,4,57,187,1529
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\sevenzip\SZByteProviderStream.java,1,1,93,0,93,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\ios\hfs\HFSPlusFileSystem.java,1,1,28,0,28,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\ios\hfs\HFSPlusFileSystemFactory.java,1,1,53,0,53,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\ios\hfs\HFSPlusVolumeHeader.java,1,1,145,0,145,0,1716
NationalSecurityAgency/ghidra,Ghidra\Features\FileFormats\src\main\java\ghidra\file\formats\iso9660\ISO9660FileSystemFactory.java,2,1,74,3,77,359,1356
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\plugin\core\navigation\locationreferences\LocationReferenceContext.java,3,1,223,10,233,1118,592
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\plugin\core\navigation\locationreferences\LocationReferenceContextBuilder.java,2,1,97,2,99,1118,592
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-gdb\src\main\java\agent\gdb\manager\GdbConsoleOperations.java,2,1,70,70,140,1155,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-gdb\src\main\java\agent\gdb\manager\GdbContextualOperations.java,2,1,1,70,71,1155,555
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\cmd\disassemble\X86_64DisassembleCommand.java,2,2,164,8,172,883,827
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\plugin\core\disassembler\X86_64DisassembleAction.java,2,2,86,0,86,8,1701
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\mapping\DefaultDebuggerMappingOffer.java,3,1,20,93,113,1154,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\mapping\DefaultDebuggerTargetTraceMapper.java,5,1,25,119,144,1161,548
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\OverridesDebuggerMappingOpinion.java,4,1,77,77,154,1154,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\arm\ArmDisassemblyInject.java,7,1,86,84,170,876,834
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\arm\GdbArmDebuggerMappingOpinion.java,1,1,8,3,11,0,1710
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\dbgeng\DbgDebuggerProgramLaunchOpinion.java,7,2,23,190,213,1154,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\dbgeng\DbgengX64DebuggerMappingOpinion.java,5,2,25,121,146,1154,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\dbgeng\DbgengX64DisassemblyInject.java,13,2,93,149,242,1279,430
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\jvm\JdiDalvikDebuggerMappingOpinion.java,2,1,14,13,27,203,1507
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\jvm\JdiJavaDebuggerMappingOpinion.java,2,1,14,13,27,203,1507
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\test\java\ghidra\app\plugin\core\debug\platform\arm\GdbArmDebuggerMappingOpinionTest.java,1,1,6,6,12,0,1710
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\test\java\ghidra\app\plugin\core\debug\service\model\TestKnownArchDebuggerMappingOpinion.java,4,1,44,44,88,1154,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\arm\LldbArmDebuggerMappingOpinion.java,3,2,18,25,43,202,1507
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\lldb\LldbDebuggerProgramLaunchOpinion.java,7,2,17,135,152,1154,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger\src\main\java\ghidra\app\plugin\core\debug\platform\lldb\LldbX86DebuggerMappingOpinion.java,5,2,146,146,292,1154,555
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\util\viewer\listingpanel\MarkerClickedListener.java,1,1,30,0,30,0,1704
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\test\java\ghidra\app\util\cparser\CParserTest.java,14,4,908,103,1011,1609,94
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\test\java\ghidra\app\util\cparser\PreProcessorTest.java,12,2,609,54,663,1196,506
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\util\table\field\IsFunctionCustomStorageTableColumn.java,2,2,38,1,39,0,1702
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\util\table\field\IsFunctionInlineTableColumn.java,1,1,37,0,37,0,1703
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\util\table\field\IsFunctionNonReturningTableColumn.java,1,1,37,0,37,0,1703
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\util\table\field\IsFunctionVarargsTableColumn.java,1,1,37,0,37,0,1703
NationalSecurityAgency/ghidra,Ghidra\Debug\Framework-TraceModeling\src\main\java\ghidra\trace\database\address\DBTraceOverlaySpaceAdapter.java,10,2,442,119,561,1351,351
NationalSecurityAgency/ghidra,Ghidra\Debug\Framework-TraceModeling\src\main\java\ghidra\trace\database\address\TraceAddressFactory.java,4,3,84,19,103,734,967
NationalSecurityAgency/ghidra,Ghidra\Debug\Framework-TraceModeling\src\test\java\ghidra\trace\database\program\DBTraceProgramViewMemoryTest.java,6,2,139,32,171,1351,351
NationalSecurityAgency/ghidra,Ghidra\Framework\SoftwareModeling\src\main\java\ghidra\program\model\lang\ParamListRegisterOut.java,2,1,55,7,62,754,948
NationalSecurityAgency/ghidra,Ghidra\Features\Decompiler\src\main\java\ghidra\app\plugin\core\decompile\actions\RemoveLabelAction.java,2,2,78,3,81,1321,380
NationalSecurityAgency/ghidra,Ghidra\Framework\SoftwareModeling\src\main\java\ghidra\program\model\data\DataTypeEncodeException.java,2,1,105,2,107,99,1600
NationalSecurityAgency/ghidra,Ghidra\Framework\SoftwareModeling\src\main\java\ghidra\program\model\data\StringRenderParser.java,3,3,437,12,449,1540,158
NationalSecurityAgency/ghidra,Ghidra\Framework\SoftwareModeling\src\test\java\ghidra\program\model\data\StubDataType.java,5,2,36,19,55,1310,388
NationalSecurityAgency/ghidra,Ghidra\Debug\ProposedUtils\src\main\java\utilities\util\IDHashed.java,2,1,46,1,47,191,1507
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-gdb\src\test\java\agent\gdb\model\ssh\SshJoinGdbModelHost.java,3,1,45,45,90,1141,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-gdb\src\test\java\agent\gdb\model\ssh\SshJoinModelForGdbFactoryTest.java,3,1,41,41,82,1141,555
NationalSecurityAgency/ghidra,Ghidra\Debug\Debugger-agent-gdb\src\test\java\agent\gdb\model\ssh\SshJoinModelForGdbSessionLauncherTest.java,4,1,44,44,88,1141,555
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\plugin\core\datamgr\actions\FindDataTypesByNameAction.java,4,1,23,29,52,1154,541
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\plugin\core\datamgr\actions\FindStructuresByOffsetAction.java,4,1,169,28,197,1464,232
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\main\java\ghidra\app\plugin\core\datamgr\actions\FindStructuresBySizeAction.java,2,1,88,2,90,1292,404
NationalSecurityAgency/ghidra,Ghidra\Features\Base\src\test.slow\java\docking\widgets\dialogs\NumberRangeInputDialogTest.java,1,1,178,0,178,0,1696
